City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Kununurra,AU,-15.77,128.73,91.4,26,0,6.93,clear sky
343,Acari,PE,-15.43,-74.62,60.48,60,21,2.86,few clouds
344,Shingu,JP,33.73,135.98,87.8,66,40,5.82,scattered clouds
345,Brokopondo,SR,4.75,-55.17,77.83,86,81,7.96,broken clouds
346,Selfoss,IS,63.93,-21.0,32.0,88,72,3.0,broken clouds
347,Manokwari,ID,-0.87,134.08,85.44,63,76,3.89,broken clouds
348,Saint George,US,37.1,-113.58,102.2,6,1,5.82,clear sky
349,Chake Chake,TZ,-5.25,39.77,75.33,79,88,8.21,light rain
350,Aklavik,CA,68.22,-135.01,50.0,53,75,8.05,broken clouds
351,Codrington,AU,-38.27,141.97,57.25,68,32,7.02,scattered clouds
352,Ternate,ID,0.8,127.4,84.67,69,55,4.99,broken clouds
353,Pevek,RU,69.7,170.31,36.27,83,99,2.33,overcast clouds
354,Aksu,CN,41.12,80.26,76.46,26,41,4.54,scattered clouds
355,Te Anau,NZ,-45.42,167.72,53.58,58,96,6.62,overcast clouds
356,Tocopilla,CL,-22.09,-70.2,60.28,60,19,6.85,few clouds
357,Broome,US,42.25,-75.83,60.8,55,1,9.17,clear sky
358,Bubaque,GW,11.28,-15.83,79.45,81,99,13.2,moderate rain
359,Ust-Tsilma,RU,65.44,52.15,49.71,84,1,6.73,clear sky
360,Moron,AR,-34.65,-58.62,53.01,94,33,4.21,scattered clouds
361,Forrest City,US,35.01,-90.79,73.4,78,1,3.36,clear sky
362,Fairbanks,US,64.84,-147.72,51.8,81,75,9.17,broken clouds
363,Sandwick,GB,60.0,-1.25,51.8,81,11,21.92,few clouds
364,Victoria,HK,22.29,114.16,84.2,70,40,8.05,scattered clouds
365,Teguldet,RU,57.31,88.17,47.35,77,56,8.79,broken clouds
366,Lorengau,PG,-2.02,147.27,85.21,73,35,7.27,scattered clouds
367,Jizan,SA,17.33,42.67,86.0,84,75,8.05,broken clouds
368,San Quintin,MX,30.48,-115.95,73.33,75,2,9.84,clear sky
369,Yidu,CN,24.16,115.13,85.69,68,46,1.83,scattered clouds
370,Kota Kinabalu,MY,5.97,116.07,87.8,79,20,4.7,few clouds
371,Konevo,RU,62.12,39.32,57.65,85,100,8.19,overcast clouds
372,Vilhena,BR,-12.74,-60.15,76.17,34,82,3.09,broken clouds
373,North Bend,US,43.41,-124.22,62.6,72,1,4.7,clear sky
374,Tsnori,GE,41.62,45.97,66.2,82,43,6.93,scattered clouds
375,Farmington,US,36.73,-108.22,84.2,9,1,4.7,clear sky
376,Penjamo,MX,20.43,-101.73,68.0,60,75,10.29,broken clouds
377,Darapidap,PH,17.21,120.41,86.59,67,3,4.56,clear sky
378,Saint Anthony,US,45.02,-93.22,66.2,63,20,2.06,few clouds
379,Roald,NO,62.58,6.13,55.4,66,100,10.29,light intensity drizzle
380,Namtsy,RU,62.72,129.67,66.2,48,0,4.47,clear sky
381,Klaksvik,FO,62.23,-6.59,46.4,93,100,20.8,light rain
382,Mitsamiouli,KM,-11.38,43.28,74.89,76,3,13.94,clear sky
383,Del Rio,US,29.36,-100.9,77.0,83,90,11.07,overcast clouds
384,Dauphin,CA,51.15,-100.05,51.8,71,20,5.82,few clouds
385,Mount Gambier,AU,-37.83,140.77,55.4,71,75,10.29,broken clouds
386,Araouane,ML,18.9,-3.53,88.95,44,28,9.24,light rain
387,Harper,LR,4.38,-7.72,75.36,86,99,9.78,overcast clouds
388,Evanton,GB,57.66,-4.34,51.8,76,75,13.87,shower rain
389,Komsomolskiy,UZ,40.43,71.72,73.4,23,0,2.24,clear sky
390,Yulara,AU,-25.24,130.99,78.8,16,0,19.46,clear sky
391,Ngunguru,NZ,-35.62,174.5,59.27,59,42,4.21,moderate rain
392,Arona,ES,28.1,-16.68,73.99,78,75,4.7,broken clouds
393,Talcahuano,CL,-36.72,-73.12,50.0,81,75,2.24,broken clouds
394,Myitkyina,MM,25.38,97.4,83.98,75,89,1.86,overcast clouds
395,Dakar,SN,14.69,-17.44,78.8,88,40,9.17,scattered clouds
396,Hamilton,US,39.18,-84.53,69.01,52,1,8.05,clear sky
397,Znamenka,RU,52.42,41.43,52.11,65,100,7.94,overcast clouds
398,Chau Doc,VN,10.7,105.12,88.95,60,84,5.73,broken clouds
399,Dieppe,FR,49.75,1.17,57.2,93,100,3.36,light rain
400,Porto Murtinho,BR,-21.7,-57.88,75.87,51,96,4.7,overcast clouds
401,Tessalit,ML,20.2,1.01,85.44,48,26,5.06,scattered clouds
402,Ostrovskoye,RU,57.81,42.24,53.87,82,100,6.93,overcast clouds
403,Port Blair,IN,11.67,92.75,85.08,72,93,2.86,overcast clouds
404,Coquimbo,CL,-29.95,-71.34,53.6,81,39,3.36,scattered clouds
405,Narasannapeta,IN,18.42,84.05,83.89,73,48,4.12,scattered clouds
406,Sarkand,KZ,45.41,79.92,60.19,47,18,4.14,few clouds
407,Buenaventura,CO,3.88,-77.03,75.88,93,100,1.7,overcast clouds
408,Xiaoshi,CN,41.3,124.12,78.8,57,2,13.42,clear sky
409,Mount Isa,AU,-20.73,139.5,89.6,18,18,10.29,few clouds
410,Ames,US,42.03,-93.62,71.6,55,1,6.93,clear sky
411,Plouzane,FR,48.38,-4.62,57.2,100,90,4.7,overcast clouds
412,Mogadishu,SO,2.04,45.34,76.53,77,51,17.13,broken clouds
413,Terme,TR,41.21,36.97,75.2,73,75,6.93,broken clouds
414,South Yuba City,US,39.12,-121.64,89.6,40,40,4.7,haze
415,Bethel,US,41.37,-73.41,64.0,82,1,4.92,clear sky
416,Batangafo,CF,7.3,18.28,69.46,94,100,1.77,light rain
417,Kalianget,ID,-7.05,113.93,84.33,63,22,11.41,few clouds
418,Agustin Codazzi,CO,10.03,-73.24,73.96,88,100,3.91,overcast clouds
419,Isangel,VU,-19.55,169.27,73.4,64,75,9.17,broken clouds
420,Cururupu,BR,-1.83,-44.87,74.35,95,0,3.67,clear sky
421,Salalah,OM,17.02,54.09,78.8,83,75,1.12,broken clouds
422,Puerto Escondido,MX,15.85,-97.07,78.53,83,100,2.06,overcast clouds
423,Aykhal,RU,66.0,111.5,48.2,87,90,6.71,overcast clouds
424,Faya,SA,18.39,42.45,64.4,34,0,1.48,clear sky
425,Nuzvid,IN,16.78,80.85,84.2,83,40,4.7,scattered clouds
426,Katangli,RU,51.71,143.23,69.13,74,13,6.2,few clouds
427,Cockburn Town,TC,21.46,-71.14,83.53,78,97,18.61,overcast clouds
428,El Dorado,US,33.21,-92.67,78.8,100,75,5.57,broken clouds
429,Ust-Ishim,RU,57.69,71.17,46.76,84,96,9.78,overcast clouds
430,Alihe,CN,50.57,123.72,54.3,94,100,4.25,overcast clouds
431,Beterou,BJ,9.2,2.26,71.73,96,100,3.58,light rain
432,College,US,64.86,-147.8,51.8,71,75,4.7,shower rain
433,Maragogi,BR,-9.01,-35.22,73.13,83,22,11.07,few clouds
434,Iqaluit,CA,63.75,-68.51,41.0,65,40,2.89,scattered clouds
435,Mackay,AU,-21.15,149.2,77.0,69,0,14.99,clear sky
436,Erenhot,CN,43.65,111.98,70.2,32,77,4.88,broken clouds
437,Mananjary,MG,-21.22,48.33,62.87,85,51,9.08,broken clouds
438,Solnechnyy,RU,50.72,136.63,75.16,51,0,11.61,clear sky
439,Mareeba,AU,-17.0,145.43,84.2,48,0,10.29,clear sky
440,Khrebtovaya,RU,56.7,104.25,71.37,51,97,3.04,overcast clouds
441,Altamont,US,42.21,-121.74,84.2,23,1,8.05,haze
442,Nicolas Bravo,MX,18.45,-88.92,75.0,97,100,2.82,overcast clouds
443,Serenje,ZM,-13.23,30.24,49.68,76,3,13.09,clear sky
444,Waingapu,ID,-9.66,120.26,88.57,44,1,13.38,clear sky
445,Pathein,MM,16.78,94.73,87.08,73,85,6.93,light rain
446,Nuuk,GL,64.18,-51.72,46.4,87,100,35.57,light snow
447,Nizhnevartovsk,RU,60.93,76.55,46.4,75,90,8.95,overcast clouds
448,Martinsville,US,36.69,-79.87,75.2,83,90,4.7,overcast clouds
449,Kamsack,CA,51.57,-101.9,59.0,54,1,4.7,clear sky
450,Surt,LY,31.21,16.59,77.79,81,0,11.45,clear sky
451,Sinazongwe,ZM,-17.26,27.46,66.2,54,0,6.82,clear sky
452,Praia Da Vitoria,PT,38.73,-27.07,70.0,77,75,18.03,broken clouds
453,Ulagan,RU,50.63,87.96,45.5,71,90,2.3,overcast clouds
454,Alghero,IT,40.56,8.32,64.4,93,0,3.36,clear sky
455,Zeya,RU,53.75,127.27,56.59,94,100,7.0,moderate rain
456,Mbanza-Ngungu,CD,-5.25,14.87,68.61,83,10,8.41,clear sky
457,Provideniya,RU,64.38,-173.3,44.37,61,58,2.48,broken clouds
458,Takaka,NZ,-40.85,172.8,55.99,92,100,11.99,light rain
459,Ust-Uda,RU,54.17,103.03,68.86,56,100,1.97,overcast clouds
460,Pacifica,US,37.61,-122.49,66.2,63,1,17.22,clear sky
461,Awjilah,LY,29.11,21.29,75.13,48,0,8.97,clear sky
462,Kloulklubed,PW,7.04,134.26,86.0,74,75,3.36,broken clouds
463,Canico,PT,32.63,-16.85,73.4,73,40,9.17,scattered clouds
464,Tsiroanomandidy,MG,-18.77,46.03,54.05,73,0,4.12,clear sky
465,Mingyue,CN,43.11,128.92,76.21,40,13,5.17,few clouds
466,Sokolo,ML,14.73,-6.12,79.63,76,62,6.13,broken clouds
467,Pirai Do Sul,BR,-24.53,-49.95,70.0,82,1,1.99,clear sky
468,Raudeberg,NO,61.99,5.14,51.01,94,97,22.77,moderate rain
469,Ugento,IT,39.93,18.16,64.4,100,5,8.05,clear sky
470,Buala,SB,-8.14,159.59,84.97,72,44,10.63,light rain
471,Port Augusta,AU,-32.5,137.77,69.01,59,40,8.05,scattered clouds
472,Camana,PE,-16.62,-72.71,58.96,78,5,8.23,clear sky
473,Atar,MR,20.52,-13.05,86.61,46,67,9.22,broken clouds
474,Owensboro,US,37.77,-87.11,69.8,52,1,4.7,clear sky
475,Guantanamo,CU,20.14,-75.21,84.2,74,40,4.7,scattered clouds
476,La Ronge,CA,55.1,-105.28,51.8,81,75,2.24,broken clouds
477,Dubbo,AU,-32.25,148.62,64.4,45,40,5.82,scattered clouds
478,Savannah Bight,HN,16.45,-85.85,83.79,79,69,21.39,broken clouds
479,Ola,RU,59.58,151.28,54.59,77,100,7.94,overcast clouds
480,Lubao,PH,14.92,120.55,87.8,74,40,4.7,scattered clouds
481,Nanzhang,CN,31.78,111.84,84.65,48,33,5.99,scattered clouds
482,Korla,CN,41.76,86.15,77.54,20,32,9.57,scattered clouds
483,Kraskino,RU,42.71,130.78,71.76,71,44,7.63,scattered clouds
484,Swift Current,CA,50.28,-107.8,68.0,34,1,3.36,clear sky
485,Linxia,CN,35.6,103.21,56.1,83,100,6.08,overcast clouds
486,Tura,IN,25.52,90.22,80.78,88,98,4.63,overcast clouds
487,Hovd,MN,48.01,91.64,64.26,29,0,6.06,clear sky
488,Vila Franca Do Campo,PT,37.72,-25.43,69.8,88,75,14.99,light intensity shower rain
489,Brookhaven,US,31.58,-90.44,81.0,84,69,5.1,broken clouds
490,Gusinoye Ozero,RU,51.11,106.26,65.46,60,91,2.77,overcast clouds
491,Yagoua,CM,10.34,15.23,73.42,88,65,3.83,moderate rain
492,Madras,IN,13.09,80.28,86.0,79,75,4.85,mist
493,Alyangula,AU,-13.85,136.42,87.8,55,75,2.24,broken clouds
494,Morondava,MG,-20.28,44.28,67.3,58,0,14.09,clear sky
495,Svay Rieng,KH,11.09,105.8,88.0,62,69,5.26,broken clouds
496,Warri,NG,5.52,5.75,75.2,87,100,5.48,overcast clouds
497,Sawakin,SD,19.11,37.33,89.17,53,0,3.38,clear sky
498,Byron Bay,AU,-28.65,153.62,82.99,50,40,4.7,scattered clouds
499,Bilibino,RU,68.05,166.44,42.8,60,28,2.01,scattered clouds
500,Hambantota,LK,6.12,81.12,80.6,88,20,5.82,few clouds
501,Noyabrsk,RU,63.2,75.45,43.38,78,82,21.45,broken clouds
502,Karasjok,NO,69.47,25.51,57.2,87,98,11.41,overcast clouds
503,Karratha,AU,-20.74,116.85,86.61,19,61,11.45,broken clouds
504,Devonport,AU,-41.17,146.35,61.0,47,18,8.99,few clouds
505,Pizarro,CO,4.95,-77.37,78.1,87,99,4.92,light rain
506,Anuppur,IN,23.1,81.68,82.49,69,0,1.92,clear sky
507,Kudahuvadhoo,MV,2.67,72.89,82.4,76,95,16.44,very heavy rain
508,Lewisburg,US,35.45,-86.79,64.99,93,16,5.39,few clouds
509,Gazimurskiy Zavod,RU,51.55,118.33,58.86,80,79,9.04,broken clouds
510,Ndjole,GA,-0.18,10.76,72.61,91,99,3.6,overcast clouds
511,Alofi,NU,-19.06,-169.92,77.0,53,30,14.99,scattered clouds
512,Qui Nhon,VN,13.77,109.23,87.42,66,0,4.99,clear sky
513,Orocue,CO,4.79,-71.34,77.74,81,80,2.53,broken clouds
514,Maple Creek,CA,49.92,-109.48,69.21,34,0,9.46,clear sky
515,Hays,US,30.05,-98.03,73.0,93,100,4.0,overcast clouds
516,Nishihara,JP,26.18,127.76,84.2,83,75,21.5,broken clouds
517,Puerto Colombia,CO,10.99,-74.95,78.8,94,40,5.82,scattered clouds
518,Avera,US,33.19,-82.53,79.0,94,1,4.74,clear sky
519,Nouadhibou,MR,20.93,-17.03,75.2,73,29,14.99,scattered clouds
520,Shakawe,BW,-18.37,21.85,63.63,35,0,8.34,clear sky
521,Ulaanbaatar,MN,47.91,106.88,57.2,67,75,2.24,broken clouds
522,Batticaloa,LK,7.71,81.69,83.68,72,87,4.99,overcast clouds
523,Formosa Do Rio Preto,BR,-11.05,-45.19,68.94,43,13,2.1,few clouds
524,Thiruvananthapuram,IN,8.48,76.92,84.2,83,20,2.24,haze
525,Shimoda,JP,34.67,138.95,84.2,79,20,12.75,few clouds
526,Khasan,RU,42.43,130.64,69.39,79,52,6.82,broken clouds
527,Taoudenni,ML,22.68,-3.98,90.41,40,91,6.85,overcast clouds
528,Atambua,ID,-9.11,124.89,86.2,44,0,2.89,clear sky
529,Trinidad,BO,-14.83,-64.9,79.68,43,76,4.16,broken clouds
530,Bealanana,MG,-14.55,48.73,50.9,86,85,3.83,overcast clouds
531,Uchiza,PE,-8.46,-76.46,69.58,77,5,3.65,clear sky
532,Nioro,GM,13.35,-15.75,74.95,95,100,7.16,moderate rain
533,Sao Joao Da Barra,BR,-21.64,-41.05,72.01,83,1,12.73,clear sky
534,Aktau,KZ,43.65,51.2,60.8,48,0,11.18,clear sky
535,Coihaique,CL,-45.58,-72.07,33.8,86,20,3.36,few clouds
536,San Angelo,US,31.46,-100.44,82.4,58,1,9.17,clear sky
537,Salinopolis,BR,-0.61,-47.36,78.96,85,71,11.52,broken clouds
538,Staryy Nadym,RU,65.61,72.68,45.01,70,0,20.29,clear sky
539,Arinos,BR,-15.92,-46.11,63.43,49,5,1.86,clear sky
540,Bani Walid,LY,31.76,13.99,72.16,94,82,5.68,broken clouds
541,Bolivar,US,37.61,-93.41,73.0,68,0,6.51,clear sky
542,Holetown,BB,13.19,-59.64,80.6,88,40,4.7,scattered clouds
543,Dudinka,RU,69.41,86.18,41.0,80,20,11.18,few clouds
544,Samarai,PG,-10.62,150.67,78.62,86,87,13.33,overcast clouds
545,Luanda,AO,-8.84,13.23,70.75,89,68,5.28,broken clouds
546,Singaparna,ID,-7.35,108.11,78.78,65,49,5.1,scattered clouds
547,Katsuura,JP,35.13,140.3,88.0,79,20,13.87,few clouds
548,Rio Tercero,AR,-32.17,-64.11,53.01,83,7,1.01,clear sky
549,Pisco,PE,-13.7,-76.22,59.0,82,0,1.12,clear sky
550,Najran,SA,17.49,44.13,71.6,33,0,4.25,clear sky
551,Woodward,US,36.43,-99.39,80.01,61,1,10.29,clear sky
552,Atherton,GB,53.52,-2.49,55.99,89,85,5.01,overcast clouds
553,Abha,SA,18.22,42.51,64.4,34,0,0.69,clear sky
554,Sept-Iles,CA,50.2,-66.38,53.01,93,40,2.24,scattered clouds
555,Yumen,CN,40.28,97.2,73.35,29,100,15.61,overcast clouds
556,Den Helder,NL,52.96,4.76,59.0,82,90,9.17,overcast clouds
557,Namibe,AO,-15.2,12.15,62.11,75,29,3.67,scattered clouds
558,Okhotsk,RU,59.38,143.3,51.58,89,100,12.21,light rain
559,Krasnovishersk,RU,60.41,57.08,46.81,92,3,1.1,clear sky
560,Kieta,PG,-6.22,155.63,84.72,68,11,5.99,light rain
561,Pangnirtung,CA,66.15,-65.71,41.67,66,0,2.21,clear sky
562,Stykkisholmur,IS,65.08,-22.73,43.09,75,70,2.73,broken clouds
563,Nhulunbuy,AU,-12.23,136.77,84.2,58,75,13.87,broken clouds
564,Ponta Delgada,PT,37.73,-25.67,69.8,88,75,14.99,light intensity shower rain
565,Dunmore East,IE,52.15,-6.99,50.0,93,1,10.38,clear sky
566,Bardstown,US,37.81,-85.47,66.0,87,1,5.35,clear sky
567,Sayyan,YE,15.17,44.32,59.2,40,28,7.36,scattered clouds
568,Padang,ID,-0.95,100.35,78.24,82,100,1.01,overcast clouds
569,Sulphur Springs,US,33.14,-95.6,78.8,88,75,5.44,broken clouds
570,Port-Gentil,GA,-0.72,8.78,75.02,84,99,15.73,overcast clouds
571,Kimbe,PG,-5.55,150.14,85.19,76,31,3.22,moderate rain
572,Danilovka,RU,50.36,44.12,51.91,56,72,8.9,broken clouds
573,Maniitsoq,GL,65.42,-52.9,46.35,95,100,17.58,moderate rain
574,Nemuro,JP,43.32,145.57,73.4,83,75,5.82,broken clouds
575,Devgarh,IN,25.53,73.9,78.73,79,2,10.0,clear sky
576,Wabash,US,40.8,-85.82,55.99,93,0,5.73,clear sky
577,Mayya,RU,61.73,130.28,66.2,48,78,4.47,broken clouds
578,Lhokseumawe,ID,5.18,97.15,85.42,66,100,2.62,overcast clouds
579,Bairiki,KI,1.33,172.98,89.6,62,40,10.29,scattered clouds
580,Yatou,CN,37.15,122.38,79.83,68,0,16.24,clear sky
581,Monkey Bay,MW,-14.07,34.92,64.71,76,17,17.27,few clouds
582,Antalaha,MG,-14.9,50.28,64.31,86,2,6.93,clear sky
583,Newington,US,41.7,-72.72,66.0,84,46,6.33,scattered clouds
584,Magistralnyy,RU,56.17,107.45,70.7,51,1,2.64,clear sky
585,Nelson Bay,AU,-32.72,152.15,73.99,31,12,17.22,few clouds
586,Northam,GB,51.03,-4.22,57.0,80,0,7.0,clear sky
587,Eichstatt,DE,48.88,11.18,61.0,100,20,1.12,fog
588,Masindi,UG,1.67,31.71,62.26,97,57,1.97,broken clouds
589,Rassvet,RU,46.83,40.75,66.18,37,100,15.05,overcast clouds
590,Lady Frere,ZA,-31.7,27.23,62.38,39,0,6.35,clear sky
591,Pringsewu,ID,-5.36,104.97,85.35,65,19,5.86,heavy intensity rain
592,Nelidovo,RU,56.22,32.78,52.14,96,67,2.13,broken clouds
593,Atocha,BO,-20.93,-66.23,41.9,39,0,5.14,clear sky
594,Sinjar,IQ,36.32,41.88,74.86,20,0,2.75,clear sky
595,Puri,IN,19.8,85.85,87.8,79,40,5.82,scattered clouds
596,Goderich,CA,43.75,-81.72,70.0,50,42,12.8,scattered clouds
597,Empalme,MX,27.97,-110.82,97.0,67,20,11.41,few clouds
598,Karpathos,GR,35.51,27.21,77.0,73,0,21.92,clear sky
599,Nyaunglebin,MM,17.95,96.73,86.67,77,33,3.18,scattered clouds
600,Krasnoarmeyskoye,RU,52.72,50.03,47.88,68,36,8.23,scattered clouds
601,Harnosand,SE,62.63,17.94,55.4,100,100,10.38,fog
602,Aswan,EG,24.09,32.91,87.46,22,23,6.73,few clouds
603,Tommot,RU,58.96,126.29,55.11,86,100,2.86,overcast clouds
604,Kapurthala,IN,31.38,75.38,78.8,83,40,2.24,mist
605,Salina,US,38.84,-97.61,80.6,44,1,6.93,clear sky
606,Yazman,PK,29.12,71.74,87.12,64,57,5.59,broken clouds
607,Cairns,AU,-16.92,145.77,84.2,48,6,10.29,clear sky
608,Tadine,NC,-21.55,167.88,69.96,61,95,16.78,overcast clouds
609,Shenjiamen,CN,29.96,122.3,79.47,60,28,12.53,scattered clouds
610,Trairi,BR,-3.28,-39.27,77.67,80,13,12.46,few clouds
611,Leshukonskoye,RU,64.9,45.76,54.41,83,100,7.65,overcast clouds
612,Soledade,BR,-28.82,-52.51,51.37,82,0,6.64,clear sky
613,Ornskoldsvik,SE,63.29,18.72,57.2,100,100,9.17,overcast clouds
614,Nalut,LY,30.33,10.85,75.18,63,9,13.18,clear sky
615,Medea,DZ,36.26,2.75,64.4,77,0,3.24,clear sky
616,Dubai,AE,25.26,55.3,87.8,62,2,11.41,clear sky
617,Camopi,GF,3.17,-52.32,72.16,96,25,2.77,scattered clouds
618,Huilong,CN,31.81,121.66,88.0,46,0,1.99,clear sky
619,Kulhudhuffushi,MV,6.62,73.07,82.44,80,91,16.89,overcast clouds
620,Rapid Valley,US,44.06,-103.15,75.2,51,1,6.93,smoke
621,Clarksdale,US,34.2,-90.57,77.0,100,80,8.79,broken clouds
622,Haimen,CN,23.19,116.61,84.2,74,20,6.71,few clouds
623,Anjiang,CN,27.32,110.1,78.24,78,99,0.81,heavy intensity rain
624,Linjiang,CN,41.81,126.91,75.45,42,0,6.85,clear sky
625,Vallenar,CL,-28.57,-70.76,54.99,66,20,2.28,few clouds
626,Paraiso,CR,9.84,-83.87,68.0,100,75,0.96,fog
627,Sunrise Manor,US,36.21,-115.07,107.6,5,1,4.7,clear sky
628,Pampa,US,35.54,-100.96,78.8,57,1,9.17,clear sky
629,Alice Springs,AU,-23.7,133.88,78.8,15,11,17.22,few clouds
630,Opelika,US,32.65,-85.38,80.6,78,1,3.36,clear sky
631,Ixtapa,MX,20.7,-105.2,87.8,79,75,2.24,broken clouds
632,Puerto Carreno,CO,6.19,-67.49,78.89,82,97,4.79,overcast clouds
633,Fukue,JP,32.69,128.84,69.8,94,75,16.11,shower rain
634,Kangaatsiaq,GL,68.31,-53.46,41.94,73,96,4.61,overcast clouds
635,Gwadar,PK,25.12,62.33,81.18,70,28,3.0,scattered clouds
636,Luchegorsk,RU,46.48,134.26,75.13,63,0,10.11,clear sky
637,Yala,TH,6.33,101.25,80.6,83,20,3.36,few clouds
638,Waw,SS,7.7,28.0,68.92,96,34,3.38,scattered clouds
639,Meadow Lake,US,34.8,-106.54,84.2,15,1,3.36,clear sky
640,Great Falls,US,47.5,-111.3,78.8,22,1,9.17,clear sky
641,Klyuchi,RU,52.27,79.17,50.09,68,57,12.62,broken clouds
642,Brandenburg,DE,52.42,12.55,64.99,10,70,4.16,broken clouds
643,Stornoway,GB,58.21,-6.39,48.99,93,45,11.41,scattered clouds
644,Bundaberg,AU,-24.85,152.35,77.0,47,40,5.82,scattered clouds
645,Suhbaatar,MN,50.23,106.21,67.28,60,100,2.91,overcast clouds
646,Manzil Salim,TN,35.86,8.48,62.6,88,20,4.7,few clouds
647,Beyneu,KZ,45.32,55.2,63.34,41,0,16.24,clear sky
648,Sukpak,RU,51.67,94.63,50.31,73,96,14.7,overcast clouds
649,Kiruna,SE,67.86,20.23,51.8,93,97,2.24,overcast clouds
650,Dingle,PH,11.0,122.67,88.07,68,72,5.75,broken clouds
651,Praya,CV,14.92,-23.51,78.8,88,75,8.05,broken clouds
652,Quelimane,MZ,-17.88,36.89,67.48,78,54,6.8,light rain
653,Tezu,IN,27.92,96.17,86.65,60,89,2.15,overcast clouds
654,Acajutla,SV,13.59,-89.83,73.99,97,100,3.83,light rain
655,Emerald,AU,-23.53,148.17,81.0,36,70,5.82,broken clouds
656,Tual,ID,-5.67,132.75,80.38,80,26,23.02,scattered clouds
657,Mandurah,AU,-32.55,115.7,68.0,74,86,7.0,overcast clouds
658,Mae Sai,TH,20.43,99.88,84.0,88,40,2.24,scattered clouds
659,Maceio,BR,-9.67,-35.74,73.4,78,40,5.82,scattered clouds
660,Kondinskoye,RU,59.65,67.41,45.09,78,48,11.59,scattered clouds
661,Cabedelo,BR,-6.98,-34.83,71.6,94,75,6.93,broken clouds
662,Kutahya,TR,39.42,29.98,60.8,82,40,6.93,scattered clouds
663,Taft,IR,31.75,54.21,66.2,19,0,1.63,clear sky
664,General Pico,AR,-35.66,-63.76,52.63,41,58,10.92,broken clouds
665,Coueron,FR,47.22,-1.72,61.0,82,90,8.05,overcast clouds
666,Jutai,BR,-5.18,-68.9,75.34,85,23,2.21,few clouds
667,Great Yarmouth,GB,52.61,1.73,53.01,98,32,12.53,scattered clouds
668,Banjar,ID,-8.19,114.97,86.0,74,40,8.05,scattered clouds
669,Halifax,CA,44.65,-63.57,66.0,99,87,4.72,light rain
670,Nanakuli,US,21.39,-158.15,84.0,65,90,11.41,overcast clouds
671,Ahuimanu,US,21.44,-157.84,84.2,58,40,10.29,scattered clouds
672,Cap Malheureux,MU,-19.98,57.61,66.0,74,3,3.0,clear sky
673,Conakry,GN,9.54,-13.68,76.32,86,100,1.19,light rain
674,Barroquinha,BR,-3.02,-41.14,72.09,89,0,4.43,clear sky
675,Malanje,AO,-9.54,16.34,68.76,81,20,3.71,few clouds
676,Dumas,US,35.87,-101.97,79.0,57,1,11.41,clear sky
677,North Platte,US,41.12,-100.77,73.99,43,1,3.36,clear sky
678,Asau,RO,46.43,26.4,48.99,98,0,5.01,clear sky
679,Sao Borja,BR,-28.66,-56.0,54.41,75,6,8.23,clear sky
680,Krasnoselkup,RU,65.7,82.47,52.92,64,49,21.14,scattered clouds
681,Vigrestad,NO,58.57,5.7,50.0,99,77,1.99,moderate rain
682,Kizukuri,JP,40.81,140.39,84.99,78,75,8.05,broken clouds
683,Kirkwall,GB,58.98,-2.96,48.2,87,39,6.93,scattered clouds
